Compound_Name,CAS_Number,SMILES,Dataset_Role,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
Diethylene glycol,111-46-6,C(COCCO)O,Benchmark,8.08625,8.08625,0.027777778,0.027777778,0.451248345,9.428571429,106.121,96.041,106.0629942,44,0.069837709,-0.393980325,0.393980325,0.069837709,1,1.428571429,1.714285714,16.49204816,10.72275867,1.790247789,-1.941084801,1.677844063,-2.025674525,4.235162489,0.064974512,1.690933806,2.447472888,26.1158779,5.535533906,4.131102606,4.131102606,3.414213562,2.209805801,2.209805801,1.059586031,1.059586031,0.47124932,0.47124932,0.231161517,0.231161517,-0.12,35.50960993,6.88,5.88,5.88,42.5360901,14.94991774,0,0,0,0,0,0,0,0,0,0,0,0,26.42752786,14.94991774,0,0,0,0,0,26.42752786,0,0,0,0,0,0,36.64058265,4.736862954,0,0,0,0,0,49.69,0,0,13.21376393,13.21376393,0,0,0,0,4.736862954,10.21305479,4.631944444,0,0,16.1725,0,0,0,0,0.695555556,0,1,7,2,3,0,0,0,0,0,0,3,2,3,4,0,0,0,0,-1.0124,24.9906
"3,6-Dioxa-1,8-octanediol",112-27-6,C(COCCOCCO)O,Benchmark,8.263138464,8.263138464,0.041666667,0.041666667,0.457137623,10.2,150.174,136.062,150.0892089,62,0.070114176,-0.393980325,0.393980325,0.070114176,0.7,1.1,1.4,16.52900932,10.68607253,1.861581901,-2.012787194,1.761469402,-2.085583297,4.297640641,0.022200782,1.967154472,2.647604849,49.70950594,7.656854249,5.953564459,5.953564459,4.914213562,3.28715607,3.28715607,1.671958467,1.671958467,0.843257788,0.843257788,0.45107472,0.45107472,-0.16,175.076748,9.84,8.84,7.84,60.37951956,19.6867807,0,0,0,0,0,0,0,0,0,0,0,0,39.64129179,19.6867807,0,0,0,0,0,39.64129179,0,0,0,0,0,0,49.85434658,9.473725908,0,0,0,0,0,58.92,0,0,13.21376393,26.42752786,0,0,0,0,0,19.6867807,9.745459184,0,0,16.52627693,0,0,0,0,1.728263889,0,1,10,2,4,0,0,0,0,0,0,4,2,4,7,0,0,0,0,-0.9958,35.8096
2-Mercaptoethanol,60-24-2,C(CS)O,Benchmark,7.798611111,7.798611111,0.183641975,0.183641975,0.419853603,7.5,78.136,72.088,78.01393581,26,0.051870916,-0.395528318,0.395528318,0.051870916,1.75,2,2,32.11686588,10.887066,1.573661455,-1.685909538,1.612282737,-1.759261135,7.797682993,0.322728201,1.370950594,1.974744871,8,3.414213562,2.308640753,3.203067944,1.914213562,1.132455532,1.764911064,0.447213595,0.894427191,0.1,0.3,0,0,0.31,6.854752972,4.31,3.31,2.31,31.05349356,5.106527395,0,0,0,0,0,0,0,12.62878915,0,0,0,5.752853607,6.606881965,5.106527395,12.62878915,0,0,0,0,12.35973557,0,0,0,0,0,12.62878915,17.46626297,0,0,0,0,0,0,20.23,0,0,6.606881965,5.752853607,0,0,0,0,12.62878915,5.106527395,0,3.670524691,0,7.798611111,0,0.569444444,0,0,0.183641975,0,1,4,1,1,0,0,0,0,0,0,2,2,2,1,0,0,0,0,-0.0915,20.9388
Triiodomethane,75-47-8,C(I)(I)I,Benchmark,2.316666667,2.316666667,0.743333333,0.743333333,0.438263327,9,393.731,392.723,393.721244,26,0.113563208,-0.059195553,0.113563208,0.059195553,1,1,1,126.9321049,11.98489513,1.762337696,-1.705970041,2.157491884,-1.474891884,14.28172398,2.47127602,0.811278124,2.323790008,8,3.577350269,1.711243688,8.183738562,1.732050808,0.654653671,4.391550328,0.24743583,11.13461233,0,0,0,0,2.19,3.245112498,6.19,3.382678227,8.890110506,66.52476539,0,-0.061901616,0,0,0,0,0,0,0,0,67.77261188,0,0,0,0,67.77261188,0,0,0,-0.061901616,0,0,0,0,0,0,67.77261188,-0.061901616,0,0,0,0,0,0,0,0,0,0,0,-0.061901616,0,0,0,67.77261188,0,0.743333333,6.95,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.575,45.848
4-Androsten-3-one,,C[C@@]12CCC[C@H]1[C@@H]3CCC4=CC(=O)CC[C@@]4([C@H]3CC2)C,Benchmark,11.77741662,11.77741662,0.361851852,0.361851852,0.612183874,51,272.432,244.208,272.2140155,110,0.15519729,-0.294865963,0.294865963,0.15519729,1,1.85,2.7,16.13763205,9.474073762,2.554777999,-2.569541456,2.64599247,-2.488185242,5.912344245,-0.116894129,2.811398953,1.693081363,476.1579216,13.95781916,13.0816104,13.0816104,9.528440545,8.768003175,8.768003175,8.553805507,8.553805507,7.743205644,7.743205644,6.552339088,6.552339088,-0.59,59278.34693,13.09933954,4.209300906,1.643504045,122.7568035,0,0,5.783244946,0,0,0,4.794537184,0,0,0,25.84140055,79.60547054,6.420821623,0,4.794537184,5.783244946,0,0,28.58369908,71.63486901,0,11.64912464,0,0,0,0,0,5.783244946,4.794537184,28.58369908,71.63486901,11.64912464,0,0,17.07,0,4.794537184,0,16.61322589,30.59536138,50.51885589,0,6.076020107,13.8474744,0,0,0,11.77741662,0,2.528575247,3.188027093,0,13.78506427,5.0542501,0,0.842105263,20,0,1,4,0,4,0,0,0,1,0,1,0,3,0,3,4,4.9084,81.327
"(2R,4R,6R)-2,4,6-Trimethyl-4-phenyl-1,3-dioxane",,C[C@@H]1C[C@](O[C@@H](O1)C)(C)C2=CC=CC=C2,Benchmark,5.908009259,5.908009259,0.125966553,-0.209976852,0.702692368,36.46666667,206.285,188.141,206.1306798,82,0.155856914,-0.349858824,0.349858824,0.155856914,1.2,1.866666667,2.466666667,16.70267417,9.889990854,2.361849907,-2.405206094,2.359603107,-2.413225864,5.219203743,-0.270326339,2.16763249,2.256672366,310.5676548,10.88890506,9.565055246,9.565055246,7.099972197,5.488416748,5.488416748,4.433184097,4.433184097,2.911436317,2.911436317,2.342594185,2.342594185,-0.86,2601.158989,10.65095107,3.950731414,2.213839134,91.20725723,9.473725908,0,6.290026729,0,0,0,0,0,0,0,30.33183534,26.33466309,6.420821623,11.7050172,9.473725908,0,0,0,0,45.18707715,0,35.89528683,0,0,0,0,0,12.39399312,15.07477672,0,32.75548471,30.33183534,0,0,18.46,0,0,17.99504393,0,6.420821623,5.563451492,0,12.99010427,38.11294267,9.473725908,11.4888518,0,0,0,1.018726852,0,10.35916926,1.027187264,6.189398148,0,0.538461538,15,0,2,0,1,1,1,0,1,2,0,2,1,0,1,1,2,3.0732,59.505
"cis-3,5-Dimethyl-1,2,4-trithiolane",38348-23-1,C[C@@H]1S[C@@H](SS1)C,Benchmark,2.255787037,2.255787037,0.819444444,0.819444444,0.489879046,42,152.309,144.245,151.9788133,42,0.058920409,-0.132041396,0.132041396,0.058920409,1,1.428571429,1.571428571,33.11950829,10.93877574,2.177939617,-1.930958705,2.494699052,-1.814816013,8.82430089,1.380393025,1.866819311,2.257153237,55.95524698,5.276020882,4.37944541,6.828935153,3.2876937,2.264176247,5.483127663,1.463791985,6.70077703,0.709849704,6.169867732,0.471707289,5.470110469,1.05,46.67048278,6.174223602,2.554863741,1.780080939,56.59753838,0,0,0,0,0,0,0,0,0,11.76188495,21.58779595,13.8474744,0,9.163940028,0,33.3496809,0,0,0,23.01141443,0,0,0,0,0,0,33.3496809,9.163940028,0,0,13.8474744,0,0,0,0,0,0,0,0,9.163940028,0,0,33.3496809,13.8474744,0,1.638888889,2.046296296,0,0,0,0,0,0,4.511574074,3.969907407,1,7,0,0,0,1,1,0,0,0,3,0,3,0,0,1,1,1,2.8066,41.697
"trans-3,5-Dimethyl-1,2,4-trithiolane",38348-24-2,C[C@H]1S[C@@H](SS1)C,Benchmark,2.255787037,2.255787037,0.819444444,0.819444444,0.489879046,42,152.309,144.245,151.9788133,42,0.058920409,-0.132041396,0.132041396,0.058920409,1,1.428571429,1.571428571,33.11950829,10.93877574,2.177939617,-1.930958705,2.494699052,-1.814816013,8.82430089,1.380393025,1.866819311,2.257153237,55.95524698,5.276020882,4.37944541,6.828935153,3.2876937,2.264176247,5.483127663,1.463791985,6.70077703,0.709849704,6.169867732,0.471707289,5.470110469,1.05,46.67048278,6.174223602,2.554863741,1.780080939,56.59753838,0,0,0,0,0,0,0,0,0,11.76188495,21.58779595,13.8474744,0,9.163940028,0,33.3496809,0,0,0,23.01141443,0,0,0,0,0,0,33.3496809,9.163940028,0,0,13.8474744,0,0,0,0,0,0,0,0,9.163940028,0,0,33.3496809,13.8474744,0,1.638888889,2.046296296,0,0,0,0,0,0,4.511574074,3.969907407,1,7,0,0,0,1,1,0,0,0,3,0,3,0,0,1,1,1,2.8066,41.697
Propenoic acid,79-10-7,C=CC(=O)O,Benchmark,9.25,9.25,0.833333333,-0.981481481,0.45085806,6.4,72.063,68.031,72.02112937,28,0.327198112,-0.478089149,0.478089149,0.327198112,2,2.2,2.2,16.36447321,10.68151441,1.72999782,-1.63999937,1.541777291,-1.815186809,5.783563706,-0.130903173,1.378783493,3.204805418,55.913403,4.28445705,2.639918936,2.639918936,2.27005561,1.124654368,1.124654368,0.542361813,0.542361813,0.174620426,0.174620426,0,0,-0.79,9.651484454,4.21,1.52152648,3.21,29.73528808,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,0,6.076020107,0,9.901064579,5.969305288,0,0,0,0,0,12.65495579,0,0,0,0,0,11.07583268,4.794537184,0,0,12.65495579,0,0,37.3,5.969305288,4.794537184,0,0,6.076020107,0,0,0,6.578935684,5.106527395,0,0,9.25,7.604166667,0,-0.981481481,0,0.833333333,2.960648148,0,0,5,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.257,17.8328
2-Vinylpyrazine,4177-16-6,C=CC1=NC=CN=C1,Benchmark,3.916666667,3.916666667,0.8125,0.8125,0.535749747,8.5,106.128,100.08,106.0530982,40,0.0806521,-0.260872553,0.260872553,0.0806521,1.5,2.375,2.75,14.74882143,10.45056432,1.781427032,-1.834262566,1.878223075,-1.774125642,5.379913088,1.180431722,1.903491193,2.991046915,169.1432264,5.819990956,4.410935049,4.410935049,3.931851653,2.31713536,2.31713536,1.334402187,1.334402187,0.79228421,0.79228421,0.416031866,0.416031866,-1.18,91.36757728,4.966627566,2.211075412,0.904141896,47.91098028,0,0,0,0,0,0,9.967957042,0,0,0,6.578935684,6.076020107,12.39368714,11.89077157,0,6.076020107,0,9.967957042,0,0,0,30.86339439,0,0,0,0,0,9.967957042,0,0,5.693927995,25.1694664,0,6.076020107,25.78,0,0,0,0,5.693927995,0,24.66655082,0,16.54689273,0,0,0,7.738425926,0,0.8125,0,0,6.587314815,3.528425926,0,0,8,0,2,0,0,0,0,1,1,2,0,2,1,0,0,0,1,1.1196,32.123
"4-Allyl-1,2-(methylenedioxy)benzene",94-59-7,C=CCC1=CC2=C(C=C1)OCO2,Benchmark,5.228907785,5.228907785,0.340154715,0.340154715,0.620127756,13,162.188,152.108,162.0680796,62,0.230800359,-0.453595492,0.453595492,0.230800359,1.333333333,2.166666667,3,16.69667269,10.13042468,2.115924497,-1.979599512,2.319711377,-1.924315774,5.442935851,0.173634837,2.51319627,2.316737786,304.706931,8.388905057,6.747218001,6.747218001,5.898178148,3.893682403,3.893682403,2.680412943,2.680412943,1.8170203,1.8170203,1.234587121,1.234587121,-1.44,1042.976452,7.222108931,2.893251829,1.157367106,71.42282785,9.473725908,0,11.49902367,6.792942306,0,0,0,0,0,6.578935684,12.14238718,24.11700725,0,0,9.473725908,0,0,0,0,6.420821623,6.792942306,36.41750849,11.49902367,9.473725908,0,11.49902367,0,6.792942306,6.420821623,0,5.563451492,30.854057,0,0,18.46,0,0,0,6.792942306,17.91984529,5.563451492,0,24.27512131,6.578935684,9.473725908,10.41242512,0,0,0,1.203009259,1.677928005,5.944814815,2.744221466,4.017601332,0,0.2,12,0,2,0,1,1,1,0,1,2,0,2,2,0,0,0,2,2.1438,46.466
5-Hexenyl isothiocyanate,49776-81-0,C=CCCCCN=C=S,Benchmark,4.393165732,4.393165732,0.816805556,0.816805556,0.247789474,8,141.239,130.151,141.0612204,50,0.058444304,-0.23254006,0.23254006,0.058444304,1.555555556,2.333333333,2.888888889,32.09193699,10.22624562,1.804312758,-1.881294252,1.93953344,-1.776842519,7.778094593,0.762336018,1.885234836,2.904814082,114.0845584,6.949747468,5.468346061,6.284842642,4.414213562,3.06045529,3.46870358,1.757464824,1.94003901,0.992715295,1.12181474,0.525179021,0.616466114,-0.46,103.687916,8.54,7.54,7.54,61.49340342,0,0,0,0,0,0,0,4.992404733,0,6.578935684,6.076020107,31.48033831,6.544756406,5.161261852,0,17.3791353,0,0,4.992404733,19.26246487,6.544756406,12.65495579,0,0,0,0,12.21787344,11.70601826,0,0,19.26246487,17.64736052,0,0,12.36,0,0,0,0,25.80722127,0,0,6.076020107,28.95047571,0,0,4.393165732,3.77412037,2.327113804,0,0,0,5.243795824,4.428470936,0,0.571428571,9,0,1,0,0,0,0,0,0,2,0,2,5,0,0,0,0,2.4455,43.941
Allyl isothiocyanate,57-06-7,C=CCN=C=S,Benchmark,4.253009259,4.253009259,0.586805556,0.586805556,0.288356879,6,99.158,94.118,99.01427016,32,0.067085658,-0.228352292,0.228352292,0.067085658,2,2.666666667,2.833333333,32.09193681,10.65855989,1.558903597,-1.654937112,1.621404205,-1.614762909,7.778096374,1.274442013,1.614330835,3.073915509,81.54887502,4.828427125,3.347025718,4.163522298,2.914213562,1.56045529,1.96870358,0.720650296,0.903224482,0.28493626,0.414035705,0.101817522,0.176353121,-0.46,20.98630086,5.54,4.54,3.54,42.39857707,0,0,0,0,0,0,0,4.992404733,0,6.578935684,6.076020107,12.21787344,0,11.70601826,0,17.3791353,0,0,4.992404733,0,6.544756406,12.65495579,0,0,0,0,12.21787344,11.70601826,0,0,0,17.64736052,0,0,12.36,0,0,0,6.544756406,0,0,6.076020107,0,28.95047571,0,0,4.253009259,3.537037037,2.205694444,0,0,0,1.665972222,4.004953704,0,0.25,6,0,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1.2752,30.09
Methanal,50-00-0,C=O,Benchmark,8,8,2,2,0.360624458,2,30.026,28.01,30.01056468,12,0.106382254,-0.307097026,0.307097026,0.106382254,1.5,1.5,1.5,16.12066443,11.88933557,0.636352379,-0.837067152,0.494444445,-0.925344445,5.104944262,-0.097944262,1,2,2,2,1.115355072,1.115355072,1,0.288675135,0.288675135,0,0,0,0,0,0,-0.33,2,1.67,0.67,-5.36030303,12.90077313,4.794537184,6.7890761,0,0,0,0,0,0,0,0,0,0,0,0,4.794537184,6.7890761,0,0,0,0,0,0,0,0,0,0,0,6.7890761,4.794537184,0,0,0,0,0,17.07,0,0,0,0,0,0,0,6.7890761,0,4.794537184,0,0,8,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.1849,7.121
Pentachlorophenol,87-86-5,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,Benchmark,9.200987654,9.200987654,0.00904321,-0.363209877,0.534640124,10.41666667,266.338,265.33,263.8470031,66,0.155457823,-0.504743053,0.504743053,0.155457823,0.583333333,0.833333333,1.166666667,35.50256811,10.31470977,2.174959161,-2.058271902,2.467592777,-1.784857475,6.552083476,0.475732584,2.081571824,3.603567451,230.2032248,9.464101615,5.337035961,9.116680691,5.464101615,2.66851798,4.558340345,1.91851798,3.808340345,1.186631558,3.443430735,0.593315779,1.721715367,0.47,416.3143648,10.55019246,3.685725526,1.568117859,93.74196801,5.106527395,10.04526663,5.749511833,0,0,0,0,0,0,0,58.00469945,0,0,15.06789994,5.106527395,58.00469945,0,0,0,0,0,25.11316657,5.749511833,0,0,5.749511833,58.00469945,5.106527395,0,0,0,0,25.11316657,0,20.23,0,5.106527395,30.8626784,0,0,0,0,0,0,58.00469945,0,27.9041358,0,9.01462963,0,-0.363209877,0,0,0,0,0,12,1,1,0,0,0,1,0,1,1,1,6,0,0,0,0,1,4.6592,53.1568
2-Methoxy-3-(2-methylbutyl)pyrazine,115652-10-3,C1(OC)=NC=CN=C1CC(C)CC,Benchmark,5.117093726,5.117093726,0.630185185,0.630185185,0.711134598,12.53846154,180.251,164.123,180.1262631,72,0.234826968,-0.479696117,0.479696117,0.234826968,1.384615385,2.076923077,2.692307692,16.47354693,10.03104347,2.07816896,-2.089999534,2.161278615,-2.033390048,5.168682174,0.383638006,2.182639313,2.744893233,262.8565878,9.681798276,8.448939851,8.448939851,6.274386908,4.613824166,4.613824166,3.229856125,3.229856125,2.167781771,2.167781771,1.139003849,1.139003849,-1.12,962.5439372,9.964175084,4.796637762,2.68361245,79.173897,4.736862954,5.693927995,0,5.879988336,0,0,4.983978521,4.983978521,0,0,20.26829602,12.33872767,12.39368714,7.109797541,4.736862954,0,0,9.967957042,5.917906046,26.68911765,7.109797541,18.08761514,5.879988336,4.736862954,0,5.879988336,0,17.07775458,6.420821623,5.917906046,25.96222402,12.39368714,0,0,35.01,0,0,0,11.79789438,18.53557124,0,19.50348468,0,23.81543144,4.736862954,5.117093726,0,8.349760015,0,0.957731481,1.285555556,0,5.450814437,4.376618481,1.629092971,0.6,13,0,3,0,0,0,0,1,1,3,0,3,4,0,0,0,1,2.0738,51.743
2-(Phenylthio)-3-propylpyrazine,113685-95-3,C1(SC2=CC=CC=C2)=NC=CN=C1CCC,Benchmark,4.393047052,4.393047052,0.989094152,0.989094152,0.802530457,10.3125,230.336,216.224,230.0877694,82,0.122275965,-0.256866308,0.256866308,0.122275965,1.0625,1.8125,2.5625,32.16658894,10.25494269,2.05006713,-2.048483027,2.271647908,-1.939998611,7.989281566,0.8250716,2.333365529,2.206593425,442.695399,11.21733218,9.258340928,10.07483751,7.898178148,5.426536773,6.243033354,3.473302431,4.535529428,2.180232579,3.222483448,1.44777795,2.350397659,-1.35,6552.090405,11.14485041,5.657031447,2.825585993,100.1457297,0,5.025959979,0,0,0,0,4.983978521,4.983978521,0,0,43.30554498,18.55355576,17.28917062,5.693927995,0,11.76188495,0,9.967957042,0,29.6868239,0,48.41945048,0,0,0,0,11.76188495,9.967957042,6.420821623,0,19.03848682,52.64696594,0,0,25.78,0,0,0,0,23.56153122,4.895483476,24.15557209,18.19910121,29.02442838,0,0,1.680555556,9.982963435,1.023657407,1.096160242,0,10.28593545,5.605684445,2.158376795,0,0.230769231,16,0,2,0,0,0,1,1,2,3,0,3,4,0,0,0,2,3.5803,66.592
Hexachlorophene,70-30-4,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Benchmark,10.01881456,10.01881456,0.030682634,-0.252193248,0.550692991,10.95238095,406.907,400.859,403.8498955,112,0.138794718,-0.506032816,0.506032816,0.138794718,0.619047619,0.952380952,1.285714286,35.50223981,10.02499094,2.204866594,-2.138208343,2.440427205,-1.949061404,6.449213941,0.463070557,2.423105925,2.64145002,615.5770288,15.89482304,10.02402135,14.55959502,9.734958563,5.442914334,7.710701172,4.139487202,6.524216655,2.833848585,5.06316963,1.769872862,3.19599478,-0.22,36043.70064,17.13887719,6.492314723,3.262408095,150.2615043,10.21305479,11.49902367,0,0,0,0,0,0,0,0,69.60563934,12.13273414,17.54772461,30.13579988,10.21305479,69.60563934,0,0,0,6.420821623,0,53.395437,11.49902367,0,0,11.49902367,69.60563934,10.21305479,6.420821623,0,11.12690298,12.13273414,30.13579988,0,40.46,0,10.21305479,59.18254816,0,0,12.13273414,0,0,0,69.60563934,0,35.69281596,0,20.63294848,0.42537037,-0.504386495,2.632325768,-0.045740741,0,0,0.076923077,21,2,2,0,0,0,2,0,2,2,2,8,2,0,0,0,2,6.609,89.0796
Pentachlorobenzene,608-93-5,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Benchmark,5.655432099,5.655432099,0.18595679,0.18595679,0.45102728,10.27272727,250.339,249.331,247.8520884,60,0.080845102,-0.082597797,0.082597797,0.080845102,0.636363636,1,1.363636364,35.50256742,10.34572679,2.104087744,-2.018351533,2.395170204,-1.751311366,6.541754277,1.696161611,1.971898344,3.455546484,267.2643837,8.593858127,4.967172634,8.746817364,5.03658126,2.522261452,4.412083817,1.782159538,3.730453211,1.058223522,3.204463155,0.544017576,1.653855296,0.67,256.3467848,9.755689803,3.590427552,1.877248047,88.94773425,0,0,0,0,0,0,0,0,0,0,58.00469945,6.066367068,0,25.11316657,0,58.00469945,0,0,0,0,0,31.17953364,0,0,0,0,58.00469945,0,0,0,0,6.066367068,25.11316657,0,0,0,0,15.06789994,10.04526663,0,6.066367068,0,0,0,58.00469945,0,28.21475309,0,1.230030864,0,0,1.444104938,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,1,4.9536,51.492
"2,4,5-Trichlorophenol",95-95-4,C1=C(C(=CC(=C1Cl)Cl)Cl)O,Benchmark,8.949506173,8.949506173,0.059197531,-0.059197531,0.63249081,9.9,197.448,194.424,195.9249478,54,0.135261967,-0.506337855,0.506337855,0.135261967,0.9,1.4,1.9,35.49901452,10.32743407,2.022638392,-1.974452306,2.319520368,-1.702062879,6.430893135,0.475428053,1.841127075,3.282462907,209.1649959,7.723614639,4.735807553,7.003594391,4.609060905,2.445254046,3.579147465,1.717728438,2.939328818,0.98974008,2.014623462,0.512065745,1.053144803,-0.11,156.4958014,7.991112235,2.868476366,1.483432032,73.13543555,5.106527395,5.749511833,0,0,0,0,0,0,0,0,34.80281967,6.066367068,6.066367068,15.06789994,5.106527395,34.80281967,0,0,0,0,0,27.20063408,5.749511833,0,0,5.749511833,34.80281967,5.106527395,0,0,0,12.13273414,15.06789994,0,20.23,0,0,10.77214515,10.04526663,0,12.13273414,0,0,0,39.90934707,0,16.58660494,0,9.785092593,0,-0.059197531,2.6875,0,0,0,0,10,1,1,0,0,0,1,0,1,1,1,4,0,0,0,0,1,3.3524,43.1368
"2,4,5-Trichlorophenoxyacetic acid",93-76-5,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,Benchmark,10.20865471,10.20865471,0.197654321,-1.09061193,0.844255021,9.928571429,255.484,250.444,253.9304271,76,0.341223621,-0.480292523,0.480292523,0.341223621,1.214285714,1.785714286,2.357142857,35.49901518,10.31978361,2.07783648,-2.060736099,2.331515875,-2.090984907,6.431254128,-0.138804086,2.08623909,2.866629469,365.0942913,10.71517847,6.759410915,9.027197753,6.502907755,3.495730861,4.62962428,2.379152475,3.600752855,1.325956078,2.34347571,0.754415128,1.345797196,-0.64,1072.326892,11.4348503,4.731837043,2.941320128,95.14038711,9.843390349,5.749511833,6.606881965,0,0,5.969305288,0,4.794537184,0,0,34.80281967,6.066367068,6.066367068,15.06789994,14.63792753,40.77212496,0,0,0,0,6.606881965,27.20063408,5.749511833,4.736862954,0,5.749511833,34.80281967,17.68271465,4.794537184,0,0,12.13273414,15.06789994,0,46.53,12.57618725,4.794537184,15.79477846,5.022633314,0,12.13273414,0,0,0,44.64621002,4.859459877,17.06740162,10.20865471,9.136933719,0,-0.892957609,2.761696901,0,-0.47452255,0,0.125,14,1,3,0,0,0,1,0,1,2,1,6,3,0,0,0,1,3.1102,54.6028
"4,5-Dichloro-1,2-dihydroxybenzene",3428-24-8,C1=C(C(=CC(=C1Cl)Cl)O)O,Benchmark,8.831450617,8.831450617,0.21941358,-0.269074074,0.599912915,9.8,179.002,174.97,177.9588347,54,0.158500889,-0.504223126,0.504223126,0.158500889,0.9,1.2,1.5,35.49826058,10.30232289,2.028675365,-1.979454359,2.330891815,-1.700740065,6.417189758,0.403606074,1.841127075,3.282462907,209.9198834,7.723614639,4.805056675,6.316914567,4.609060905,2.479878607,3.235807553,1.755031218,2.569431472,1.017472867,1.739622933,0.525838844,0.841646741,-0.6,156.4958014,7.506382979,2.56172867,1.278057008,67.62640308,10.21305479,0,11.49902367,0,0,0,0,0,0,0,23.20187978,0,12.13273414,10.04526663,10.21305479,23.20187978,0,0,0,0,0,22.17800076,11.49902367,0,0,11.49902367,23.20187978,10.21305479,0,0,0,12.13273414,10.04526663,0,40.46,0,0,21.54429029,0,0,12.13273414,0,0,0,33.41493457,0,10.96574074,0,18.1017284,0,-0.538148148,2.359567901,0,0,0,0,10,2,2,0,0,0,1,0,1,2,2,4,0,0,0,0,1,2.4046,39.7916
"2,4,6-Trinitrophenol",88-89-1,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],Benchmark,10.37175926,10.37175926,0.446759259,-1.207777778,0.601626964,9.75,229.104,226.08,228.9970994,84,0.324423992,-0.497306931,0.497306931,0.324423992,0.875,1.25,1.5,16.64007861,10.2032374,2.294906519,-1.973502929,2.38401806,-1.969258846,5.641809383,-0.404048203,2.1598592,3.572754538,461.8906851,12.45566545,7.393044663,7.393044663,7.341111713,3.644572844,3.644572844,2.603957666,2.603957666,1.658654742,1.658654742,0.973510505,0.973510505,-2.78,2479.518362,11.29564297,3.762656887,1.84248722,86.18456404,5.106527395,0,0,0,11.43689811,11.37477255,30.34295481,0,0,0,0,0,0,26.90266728,19.87646054,17.06215882,0,0,0,0,0,42.47568894,5.749511833,0,17.06215882,5.749511833,0,19.87646054,0,30.34295481,0,12.13273414,0,0,149.65,37.5816038,30.34295481,0,12.13273414,0,0,0,0,0,5.106527395,0,0,27.7687415,40.21403628,-3.001851852,-1.207777778,0.893518519,0,0,0,0,16,1,10,0,0,0,1,0,1,7,1,10,3,0,0,0,1,1.1168,48.07
